processing_index,year,day,'b01372058','b01463500','b01578310','b01646580','b02226160','b02359170','b02470500','b03303280','b03374100','b03378500','b03609750','b03612500','b04264331','b05420500','b05586100','b05587455','b06338490','b06440000','b06467500','b06610000','b06805500','b06934500','b07022000','b07263620','b07288955','b07373420','b07374000','b07374525','b07381495','b07381590','b07381600','b08012150','b08116650','b08475000','b09522000','b11303500','b11447650','b14246900','b15565447','b32202309'
"300","2009","300","279.484763664184","280.677910725604","281.522679764869","283.468097920874","290.257853465523","280.62079252181","288.441109971347","283.158193511904","283.5885764201","284.665190515973","280.62079252181","283.921538109787","281.820813675968","279.348047680483","284.052612547524","280.59181100155","277.571117916165","278.180660609622","278.414750622149","278.471053125841","276.847384788538","280.62079252181","279.207260211398","280.754191237058","287.313506656094","280.78148056558","280.779777949097","280.78938568939","285.718168966911","292.734216963261","286.181450255031","291.2408072215","285.944698336597","285.23541978016","280.474164875752","285.665927259898","282.329391759608","275.273477273709","268.206466534974","280.62079252181"
"301","2009","301","281.871766964804","283.317137532285","284.036368620042","286.972966843574","294.479961738272","281.230091831828","289.651752816019","285.945221178857","287.03108704046","287.019899515533","281.230091831828","286.660401366474","281.877950238567","278.83960615753","285.775867200695","281.513249829875","273.847031687585","274.953172022581","275.660360709807","276.335887755465","276.55228610895","281.230091831828","278.960053079293","282.445022565969","286.090981246317","281.34646420994","281.344354265309","281.35343496381","285.962007910566","289.836044462692","286.210520402414","288.136541523521","287.687866577948","288.055903027013","277.666943665017","279.648843449645","277.75088675268","271.826293042119","267.685199108609","281.230091831828"
"302","2009","302","281.877775736599","283.252026090954","284.343358417697","285.746010801462","292.079399069236","280.59250199594","290.161007808722","285.179709839967","285.996157982768","286.391080703809","280.59250199594","285.512695562226","282.76194401136","282.617820989027","286.695627233756","283.891574469902","270.776859475417","271.637742261036","272.421627881115","273.692569329025","272.911468504805","280.59250199594","278.054962456486","283.531108328138","289.375639173647","280.807846167759","280.810086470429","280.819270420674","290.791090036369","296.943102673796","291.19033283295","296.416106281463","291.935991886406","286.793277786934","273.116241644264","279.033026026786","278.205633575536","271.010543344029","266.247380958929","280.59250199594"
"303","2009","303","282.628189806514","282.978575350797","283.198556876046","286.150269620617","292.847329387493","280.366258687262","295.443325909607","288.138461733696","290.522064379229","290.457811306927","280.366258687262","289.652621162868","283.376330261143","284.091647463004","288.673775312865","285.438885586396","270.942255460406","271.008163186836","271.552766510483","272.610500108424","270.632646790787","280.366258687262","277.3364525953","278.493294918612","294.17235321569","280.658792143019","280.657845680906","280.668648870903","285.871910127471","294.889578161133","286.493735452247","292.151596062421","285.178067648338","282.996008239659","273.095054525928","282.930881528389","282.454677837408","275.783456189202","263.154914251191","280.366258687262"
"304","2009","304","283.91850260017","285.174649431065","284.921084643409","286.641755915412","293.057746510201","279.995184030422","289.137828705774","286.854171568431","285.21389136","284.704117984574","279.995184030422","286.595532784849","282.500230460942","277.366351802051","281.484468503049","278.741419591365","276.702658605843","276.319681622438","276.395518042944","276.515405062649","275.041670028971","279.995184030422","277.657708583567","280.652617107751","286.354938215374","280.135791770168","280.135512585983","280.149389678456","283.856464248863","288.573904773114","284.173300333392","286.583212958075","284.05561308606","282.85218543183","277.583941959138","283.791892995254","283.606756727803","277.987410859776","261.17453346901","279.995184030422"
"305","2009","305","283.163861234169","283.710577821998","282.475123710551","284.785534373027","289.297386599167","280.87561369997","284.848428781225","282.546983114778","280.904116892147","280.848659377082","280.87561369997","282.627889885974","279.86769297473","276.690169500828","279.621475247103","277.855781121952","278.266402892482","278.565464646533","279.104197906493","279.421148265569","278.933893830629","280.87561369997","279.535240043105","284.04224109525","283.266330784099","280.934429033609","280.938832945056","280.948069543348","285.62932471819","287.214483876674","285.717632665161","285.500276840601","286.497730136131","285.196348653803","280.427915059757","285.485940419819","284.232989252365","276.756007634477","259.450059457968","280.87561369997"
"306","2009","306","279.182702912422","278.910402804912","280.08624189674","282.645104031092","287.797936454527","280.397613622241","283.528380812365","280.556773510022","279.540899014535","280.260349451506","280.397613622241","280.982536434576","279.863194576753","277.596190656391","283.112292863448","280.093191672873","275.648753598115","276.081894017134","276.754072237508","277.099613593831","278.35198431097","280.397613622241","279.105536776553","284.176653380574","283.690678131232","280.474425198476","280.483001160473","280.489962036322","286.579065507518","288.092654109185","286.662274465068","286.492708877741","287.44190070055","286.709829487416","281.355904304689","286.748991547788","284.668277236818","274.177588715505","258.785053852997","280.397613622241"
"307","2009","307","278.632918352987","279.735489353634","280.095943194131","280.06451174565","287.888468458893","278.932732792068","285.503567655471","280.853119424646","280.434375222773","280.198158761488","278.932732792068","281.429618501777","279.229724426715","275.002618224347","278.877682368286","276.475248990304","274.152449097404","274.611968044189","275.161266469362","275.216215377171","277.56626412936","278.932732792068","276.863886960793","282.787739819105","285.712485885368","279.075075585455","279.083516690733","279.090267130459","286.899042526756","288.845311197767","287.011986575082","287.484748850834","287.797372338525","287.103165279083","282.133261691559","287.115471831051","285.387686689145","274.462580874262","257.409789090348","278.932732792068"
"308","2009","308","277.371505842482","278.524343112049","277.961558341265","277.1945449929","286.363925551576","278.671510924427","286.09509184568","276.793354698832","279.045377234802","279.403160734844","278.671510924427","278.667012304768","278.062785626206","277.186035562002","280.158061025995","278.599254973298","273.483429227212","274.062942623278","274.621522273313","275.012110907143","277.345045704885","278.671510924427","277.262493162761","283.394405644157","285.675279606869","278.830803335579","278.843867488044","278.848195788923","287.659995030954","290.517952844397","287.834776112594","289.43428101252","288.61562589331","287.233604177803","282.629585661924","286.804380404517","284.860973470408","274.62059135325","258.006950729893","278.671510924427"
"309","2009","309","276.698634340494","277.967568497628","276.724028456556","278.109086599916","286.153609792669","279.279975169701","285.789581231594","279.711788535853","281.472580033165","281.611157295808","279.279975169701","280.805352879451","278.625229546354","276.745646884189","280.846963155368","278.073926483136","275.116966518204","275.361984016121","275.770557987332","275.894819937828","278.723622073375","279.279975169701","277.596748906855","283.438842359099","286.087431680384","279.433250447666","279.447869515162","279.451143557033","288.804117295673","291.1597702408","288.949319716337","290.026961155467","288.995137180356","287.724426459779","284.388220899512","285.470122477552","283.384917014441","276.229076214904","261.560590981042","279.279975169701"
"310","2009","310","276.468589195997","276.942170510597","276.053512799147","278.377006954484","282.727986328262","281.456997799083","283.00335325057","278.237393102249","278.47818628076","278.547648173027","281.456997799083","278.972163246952","277.521729871379","278.491200388407","280.35435927898","279.946236534389","278.802692415079","278.975727521277","279.391893400972","279.457522024626","281.877873007732","281.456997799083","280.827371548245","286.621595983153","284.390788585287","281.529237230273","281.541868107945","281.54660880557","288.305558753565","290.346608874134","288.425720828985","289.464877390963","289.123828740411","287.838677807976","284.720343360984","284.273653850751","281.894404973051","277.922506230546","262.719312938613","281.456997799083"
"311","2009","311","274.963811107857","275.335402387307","274.60283074529","276.584926364557","283.36414616169","283.075216232477","283.917563299581","280.022812136839","283.219507886352","283.809989544257","283.075216232477","281.720214223701","280.089057607347","282.554661335939","285.459758628672","284.203166718545","277.145195666321","277.910112909861","278.627021907038","279.087926973159","281.759888728168","283.075216232477","282.097340628062","287.911218361482","285.487604873741","283.131020505372","283.138913063017","283.142926154497","288.686765743159","289.605712136897","288.738405490596","288.26992849644","289.691779857269","288.378422448417","283.747161631089","284.229732888316","280.021478381671","275.526879224061","261.348850159328","283.075216232477"
"312","2009","312","280.170617622023","280.74027589834","280.656462224406","282.31239639651","286.256268593667","282.446447403421","286.039142092029","284.545104290383","286.29442738973","286.5505544302","282.446447403421","285.013381319215","281.269972679069","280.366742744553","286.106609150407","282.653430718483","274.656269691268","275.460196626404","276.268064894848","276.933674338581","280.28830798237","282.446447403421","280.422297579574","286.539620661008","287.014379207321","282.551491581583","282.560010636932","282.565471504514","288.74301809817","292.205274111332","288.973415527745","291.099720568242","290.049517977443","289.48252796737","282.589748629392","281.303100357466","278.854392411355","274.442032433591","259.982316636154","282.446447403421"
"313","2009","313","279.650062293101","281.321580860471","281.986835888637","284.036361490956","288.756592287627","282.08454121815","288.486963217871","284.832564302772","286.292954727323","286.726465946845","282.08454121815","285.452752461362","282.397850607403","282.772817734889","287.655562869136","284.90162099832","272.778736091338","273.574444827995","274.292386517248","275.020825626528","277.505847788998","282.08454121815","279.724340924985","286.016813567987","288.97945744738","282.241897279716","282.249465993208","282.254838034038","290.473687828572","294.221635389418","290.715348093139","293.619162787004","291.539031083845","289.068650395391","281.611589588069","279.623129236791","277.516139924906","273.699542581488","258.633453195229","282.08454121815"
"314","2009","314","283.404223715896","284.302436515237","284.076739364","286.44022256347","290.806141940797","281.852934751464","289.939598499945","285.770972649848","286.818085856631","286.741380987145","281.852934751464","286.360067629397","280.888803284305","278.313301720515","285.66068020595","280.928424409177","273.917530957459","274.550506753081","275.273375662713","275.770550655326","278.011573976027","281.852934751464","278.97446207011","285.940318310308","290.962613265007","282.043578691571","282.049333843371","282.059112893086","290.618236600082","293.263526844251","290.79110127154","292.547277038076","291.103324316268","288.358103449538","281.876592753651","282.794772135084","279.249514297736","275.577852908555","258.553797659819","281.852934751464"
"315","2009","315","280.08812342882","281.312507726345","281.1885687174","282.952534562579","287.353970989577","281.077570284466","288.239698109019","282.816172733812","282.165900540647","281.992944693298","281.077570284466","283.689995080696","278.553109503913","277.300321340073","280.549329784005","278.45077476079","274.676919815089","275.564640737999","276.409693736468","276.962869316669","279.229076498456","281.077570284466","278.792240303595","285.71800680118","287.955686549544","281.227025162427","281.233482146516","281.241017815232","289.33171094552","291.772352538774","289.502493846649","290.530573340006","290.042503685299","288.625673571601","283.050644447341","285.269115549899","281.552242249633","274.482400941901","257.947398995687","281.077570284466"
"316","2009","316","275.667951313996","277.280613786614","277.158275160703","279.088287211975","285.538864137409","280.56034824572","284.926526716571","278.980307568464","277.985785737091","277.678227480626","280.56034824572","279.585191130154","277.930417287154","278.475538644538","277.222223290007","278.090676376964","276.427312764736","277.443626715186","278.320253905672","278.86564837922","281.388199372987","280.56034824572","279.644969330954","285.434027177668","283.3729016526","280.633845979377","280.641704878624","280.645690656084","287.583296752743","288.937096992616","287.671960524476","287.681385536377","289.293679359021","287.729286203582","284.027530495279","283.220229293009","279.512254159443","273.161090116083","261.663418086181","280.56034824572"
"317","2009","317","275.622313415119","278.850723204256","278.492081585221","280.516866249926","286.361187500279","280.091914057879","283.365513168946","280.478706943654","278.881426366834","279.090076130135","280.091914057879","280.550131875432","278.823667167068","280.917982167543","279.152180351427","280.469824652182","271.203465277144","272.836328536023","273.880979473388","275.046098758176","279.628826324544","280.091914057879","278.543779614896","286.04024999358","282.150411543291","280.144670351011","280.15061218724","280.153133902548","286.300349679629","286.483629548034","286.297097057475","284.988819825251","289.617146387292","288.247143493466","282.187756445159","278.059956676477","275.154385987876","268.956042390329","258.354140143621","280.091914057879"
"318","2009","318","278.048127989381","282.955889779165","282.96153379405","284.982220020654","287.609009072093","279.638890329001","284.187324833584","284.449568746221","282.205455611079","282.275704671333","279.638890329001","283.740425209924","280.585475798093","281.808720050485","282.911477854531","282.947357923085","267.440811294219","268.847852385119","269.974115877626","271.261333505659","274.305885655232","279.638890329001","276.921545279966","284.752873712994","284.22785615818","279.753296104808","279.754684686615","279.759602336843","288.708337373214","289.665165447312","288.754746336768","288.627988284122","291.103006197326","288.22632564181","279.116569394996","277.754140764677","275.483271892729","269.271077234965","257.742417843244","279.638890329001"
"319","2009","319","283.836598577233","286.753957853476","286.316254396518","286.355508088617","286.873843220483","278.276435560816","285.051510884529","284.596044575048","285.949335876049","286.025345628763","278.276435560816","284.959617573654","281.317651893061","276.766834772635","284.484047524475","279.581277803655","266.600663888639","267.879003592912","268.901624796988","269.747281302206","272.085499958866","278.276435560816","274.704608495115","281.786422820826","287.795925765707","278.489401689682","278.491608240258","278.500823113227","290.546560117235","292.829973765809","290.672966185286","292.310828496838","291.150147736152","287.309594110232","275.073792710536","277.344929115674","275.57847339085","267.621397150803","255.201790462015","278.276435560816"
"320","2009","320","281.472419708508","283.178713157269","282.833754895659","285.438674866576","286.204298451077","277.217097358951","285.371199909246","285.657552413168","286.204652431357","284.568405502274","277.217097358951","285.678023994691","278.494195808794","274.814194805135","280.638132060841","277.157456973363","269.213755884744","269.784949114377","270.380218896935","270.979966838532","269.529399470075","277.217097358951","273.846656315283","277.396608817178","287.733049401814","277.459081581967","277.462302559251","277.473844450834","286.790006831738","293.514343401217","287.229970651144","292.730257746328","286.381038575807","283.052650973941","272.599668345246","278.578314707698","276.288756967917","271.005028674028","251.380092696197","277.217097358951"
"321","2009","321","275.272098639666","277.010886926972","277.343859079709","283.07943515902","287.730704609366","276.882573693735","286.589603170411","283.824043965148","282.633741259192","281.989972201947","276.882573693735","284.200783995439","277.271563677531","273.838701653353","280.095731938916","276.434565537976","273.018103104073","273.075284803456","273.159601692406","273.271357757148","270.925820339937","276.882573693735","274.576214464979","275.950268850334","283.021850952361","277.020009297992","277.020191015348","277.032504966487","280.402161781303","285.852747458657","280.760020635825","283.717089486462","280.190463333817","280.450008740649","274.225667333055","279.441107280631","277.102093089658","273.725595966112","250.561735028538","276.882573693735"
"322","2009","322","274.581188567389","276.377134204819","276.651170773655","279.940633782988","289.931712669274","276.790646283208","282.623525848929","282.65969332146","282.229356165219","281.821116875662","276.790646283208","282.633124483114","277.667928306237","273.506312880249","280.759158867787","276.26546905424","273.359476628628","273.586564259568","273.718187905903","273.652068013874","272.631862055958","276.790646283208","274.738923997153","277.088298469248","281.943917922756","276.913065924108","276.912114543174","276.924477443686","281.742336704223","285.977446353241","282.00156416234","284.430592803453","281.046736251515","281.705142307443","274.94097300138","279.600720696079","277.280805244568","272.47349570772","250.759863288573","276.790646283208"
"323","2009","323","276.068856877791","279.203979912778","279.77589812208","283.696942945722","289.651148109873","277.591918534429","282.705094985178","283.192855070955","280.617313412028","280.465634310679","277.591918534429","282.675050090431","279.054724931227","277.777952517287","280.299002711852","279.004617321411","271.653420268373","272.286519297178","272.681780876012","273.168583108706","273.695733290203","277.591918534429","275.691796100072","277.566596392561","284.245403398122","277.740268847361","277.738574052444","277.752187963269","281.967983494655","287.161216856506","282.299566833653","284.942196152566","284.027250707717","284.763112041475","275.477556058427","277.087472257592","275.327295777727","270.957936223575","251.846033842807","277.591918534429"
"324","2009","324","282.146705684149","283.631948470522","281.869323673535","282.222438001215","286.015818298022","277.905812696548","281.355815501448","282.153888557422","281.575312598222","281.434750363938","277.905812696548","281.836513316681","280.173423344348","279.631702359757","281.327770785372","280.485278524033","272.190860472354","272.501922356244","272.822872436075","273.161373147336","273.096292425324","277.905812696548","275.974450755977","279.7941697291","282.753559916371","278.023649440912","278.022652366958","278.034847568418","284.50159088383","289.468282885593","284.780071129916","289.0916229521","286.345158447517","285.563180856395","275.31073244664","278.109264472774","275.370014212227","274.005366317021","250.466327427365","277.905812696548"
"325","2009","325","278.393259560614","279.242770459175","279.822107676153","280.671193917221","285.808190830001","278.329124653842","283.060033192114","281.057478601191","279.76525241681","280.810341182293","278.329124653842","281.294344418774","280.045561913485","277.236446538864","281.851446376884","278.973682070304","273.272545114329","273.662479331865","273.977815875113","274.11141604977","274.150509811323","278.329124653842","276.333435383348","280.808823786659","284.637195407305","278.465261621004","278.466255505424","278.477793352724","285.518629621701","288.602368031018","285.694810378979","287.413796696856","284.793365951082","282.66163033284","276.301847818486","278.388330397822","275.715775619019","273.022792177855","248.849211430453","278.329124653842"
"326","2009","326","276.607628795573","277.878600340413","278.661486704454","281.844139262704","284.739931854001","279.128873983918","284.735240977383","281.524570379489","280.774233773021","281.959386830418","279.128873983918","281.497840656424","279.817180861321","280.455989979486","284.079208391433","282.229148036472","270.69997167393","271.858613825966","272.617111785973","273.498046555482","275.273457173589","279.128873983918","277.588832477473","281.047518767454","285.470234136142","279.270242856617","279.271002353631","279.279098049873","284.693072382849","288.095655882578","284.905620483653","286.89593649465","285.098205040626","283.184562006445","275.39942871204","277.29582675377","275.65931880984","270.387686060712","248.889247132037","279.128873983918"
"327","2009","327","275.562001238965","277.31472970625","277.193100741319","278.785542926731","283.804265945439","278.716802908738","285.766013523787","279.91143015662","280.6774366278","281.433998549605","278.716802908738","281.350126762226","279.501543603659","281.476216110671","282.258360576904","281.846027541438","270.511391923281","271.239486153332","271.888873880214","272.836722820517","274.437126278611","278.716802908738","276.933971505199","280.93251566482","287.265561559778","278.909057996395","278.910185142766","278.918709028267","286.167456185898","291.091209829039","286.482828660852","290.114184361817","284.421872183452","283.396039316499","275.255774165361","277.954874960463","274.845203094561","270.752702532804","253.370097940973","278.716802908738"
"328","2009","328","278.900989167429","280.461400282683","280.299466529656","281.249544654628","286.553094978481","278.498226811771","287.730011131032","283.191765163709","283.761500346504","283.841755220832","278.498226811771","283.997251241294","279.58126827148","280.039309390675","283.421095805607","281.4760418324","269.985872521296","270.666696696364","271.27559208796","272.089079184667","272.437318896349","278.498226811771","276.216388804386","278.963267996337","287.245302413256","278.698406203372","278.700399898208","278.708578859565","284.806278671554","289.888685374461","285.13449721736","288.747029815007","284.074049231337","282.539799975116","272.970616373061","277.874944789705","277.666330897093","271.033625420565","257.704008587904","278.498226811771"
"329","2009","329","279.853162778757","281.500996776859","281.678511830817","282.849857629606","287.980163996836","277.311708558817","286.706576207013","283.73656020596","282.774307817064","282.513876844533","277.311708558817","283.60352529366","280.236462489915","277.998037958638","281.410483920253","279.198810609495","271.734454379872","272.372731461533","272.756486338089","273.001745695954","272.647245101988","277.311708558817","275.403285416333","276.154801201992","284.612281997837","277.485136186269","277.485717678735","277.495904866697","280.473778768393","289.505435325198","281.07491834507","288.139684741216","279.853521893677","281.1822728054","273.742844704178","278.966093882353","278.73757967716","272.170161300495","258.530356999186","277.311708558817"
"330","2009","330","281.015446034512","281.364988322187","280.596679195746","281.912290417637","283.144557150749","275.750714826854","279.963436549727","280.860280200367","278.02013042729","277.949595081358","275.750714826854","279.726202124412","278.979585765906","274.450277287496","277.495226635111","275.525439976409","272.890566465114","272.967650017434","273.078608573318","273.144209754321","273.241191936153","275.750714826854","274.25578279992","276.551182595028","279.308124967011","275.837980868346","275.839941308953","275.846580115963","279.657788565142","283.002958024321","279.868228645046","280.937941913192","280.413515426573","281.531783566591","274.852510451515","279.215331846726","278.226591897239","272.678210135521","259.185851860568","275.750714826854"
"331","2009","331","279.403880668056","279.341806277857","277.831754249121","277.869250044433","279.246894748619","276.037698154509","277.844093255595","276.703456389682","276.367765171038","276.384521021342","276.037698154509","276.989316278406","277.109214361977","272.716050057753","275.73916300144","273.897895577747","274.223415925337","274.688888173354","275.0231088066","274.942985579675","275.305108741662","276.037698154509","275.094799934243","278.475211451124","278.178797777668","276.097547772754","276.097580502494","276.104624528142","280.515460553512","281.879156676937","280.588663799664","279.882282645974","282.751173281191","282.945738090534","275.605759031897","279.470632655673","278.981401096181","273.194449925139","258.286731219508","276.037698154509"
"332","2009","332","277.104588923784","277.078391900587","276.605944957342","276.258490831266","279.704917222716","276.421252365467","279.342024186166","276.118022097343","276.395561525409","276.329767643747","276.421252365467","276.825557206019","277.059564783592","273.353790361136","276.275882158344","274.789611067761","273.245992444998","273.635744744822","273.890746611621","274.023970819896","274.492311351467","276.421252365467","275.133504916713","280.073206281468","281.306102413112","276.529484409898","276.533983660556","276.5385108403","283.201367656531","284.752479922143","283.278026233043","283.342333844619","285.3100040216","284.677071779909","276.655113485144","279.359790174722","276.466500850048","270.641274427011","258.373391713438","276.421252365467"
"333","2009","333","275.730787354903","276.270976495749","276.115634469481","277.845849519969","282.316490453445","276.122326595215","283.338419113179","279.015118748979","280.229725861262","279.672305485684","276.122326595215","279.563408616098","276.977569390951","273.595038149929","277.406878111617","275.196569903354","269.325428977303","270.114171982009","270.736417987574","271.206543063474","272.83774302802","276.122326595215","273.846446576243","279.400443492713","283.820938521194","276.30589856602","276.310845972414","276.318759764574","285.679337087478","290.722933948613","285.98135876207","290.275768786083","287.115137222377","285.156205067993","275.846001036774","278.065367292153","275.839594744423","271.245183204781","256.557820844929","276.122326595215"
"334","2009","334","276.961942513143","278.335432170998","278.377879953125","280.833787643467","283.966055473706","275.92504619646","286.078907205519","280.826426776405","280.234013896031","279.718369540975","275.92504619646","281.313937216944","277.130897381116","273.984010464073","277.479326501419","275.390176543123","271.235286224406","271.842915529299","272.204666946612","272.275979767653","271.845685338273","275.92504619646","273.758631766401","276.273021296232","286.723977203762","276.170542387542","276.174958306614","276.182858242297","283.822154636058","291.433673388351","284.292409904485","290.988742777168","283.118387657493","281.798680163394","274.504877378046","277.217870473572","276.43606378846","271.055757586278","256.077026806088","275.92504619646"
"335","2009","335","273.653375120635","274.617267079976","274.884676879873","277.072194443408","283.966677786016","274.975341960581","279.634742214754","276.51849469512","276.039894734627","276.430373004151","274.975341960581","276.710337048091","276.366233801892","274.338852566293","276.683796358342","275.450421463486","270.804577397143","271.450361064957","271.98190028756","272.275414875987","273.578182749906","274.975341960581","274.06659330736","276.01435985209","278.808197240322","275.069337355436","275.070831424288","275.075431427481","278.17930603457","284.649863685714","278.592281340381","282.682786271305","278.415378080732","278.924160947058","273.970292369258","276.687546647951","275.763845961241","269.912977582643","258.404271051591","274.975341960581"
"336","2009","336","275.296509113836","275.799041680427","275.338700294059","276.112412383736","286.565901219748","272.820958913382","285.361295395579","275.848405564373","275.421636032122","275.891632413872","272.820958913382","276.730453815507","276.372033761714","273.678391449822","276.782145551854","274.88043470094","263.503903436729","265.034423080901","266.087395793709","267.013310114074","269.769797209018","272.820958913382","270.778013184133","275.1997641679","282.518683888563","273.038844707109","273.039133383994","273.048829395967","280.041447251194","286.548578270462","280.480730305089","283.900445692674","278.969995864555","278.574984728085","272.454388524146","275.955065765674","275.161484231048","265.038760908751","262.415049804918","272.820958913382"
"337","2009","337","281.027314584298","283.762214139252","282.366179071934","284.142879739281","286.852923574802","270.527587318827","283.902326882438","280.619087265741","277.912433123834","277.785046390933","270.527587318827","280.152046877324","276.420854845925","271.059613297155","275.963910985693","272.507600962187","260.738957496987","261.867210390483","262.566287309117","263.325617951106","263.093140690186","270.527587318827","267.138385592938","270.732349867887","281.325357780429","270.772664696235","270.769874859261","270.784436342789","275.998016615842","284.767314527409","276.557388876752","283.138164717325","274.513687066051","277.074834513669","269.502905789434","275.380620603187","274.362943546995","262.269901620124","260.029851841703","270.527587318827"
"338","2009","338","277.530595106212","277.917249095768","277.120179863273","278.087551262871","280.792497982287","268.148392818272","279.654907144858","276.267619818319","273.665599621294","273.373953099411","268.148392818272","275.835337279954","274.626413055838","268.335271851594","271.69820866817","269.491509726174","259.907551412888","260.758468316656","261.464342999122","262.102661509521","261.887773268571","268.148392818272","265.440534643164","267.946242200273","277.165149808298","268.356028526448","268.355937006308","268.365148872643","274.750058349674","282.286372335966","275.217731092219","280.423895460753","273.697349601587","274.182999036896","266.090489666635","275.096275115437","273.792996757331","263.282153177981","254.74619906724","268.148392818272"
"339","2009","339","275.615022393611","274.61028499058","275.053468584897","276.90338507667","282.419716277406","268.056306705658","277.480175269448","273.202647884855","272.127273189751","272.125026527005","268.056306705658","273.393809586236","273.634534824104","267.28354298126","271.139841388425","268.928697635495","262.751477808565","263.004940713829","263.125570921191","263.179504571096","263.881410514789","268.056306705658","265.955941102662","268.476748957761","275.417483831331","268.214393747841","268.21298831647","268.219717365982","272.751548144579","279.600498388752","273.174698332707","277.172993864974","271.483571873291","272.781318955725","266.61125667134","277.029587322389","273.363746125875","264.978314052157","253.910376276004","268.056306705658"
"340","2009","340","272.416904560037","271.169098500332","271.650632462777","271.042005880259","277.038598938536","267.261282630771","274.587868348802","269.608015075357","271.569620270361","271.298401453134","267.261282630771","270.417725410049","273.20690868228","267.078680442883","269.960355489856","268.417402682895","259.082683856113","260.208760959269","260.964157590835","261.341071326098","264.10992451772","267.261282630771","265.091090703328","270.867053628384","274.026884169735","267.409608147679","267.408475167608","267.41704932609","274.595406491679","278.750162992538","274.834966836846","275.840514898189","276.41447356114","277.714927756708","268.608465214159","272.754368574654","268.586213988794","262.322511982594","259.897644241352","267.261282630771"
"341","2009","341","271.239080798954","269.153635361301","269.877234288731","270.752665586592","280.699407309838","267.222162787253","276.710180392868","270.987937098001","272.008739515697","272.089119787553","267.222162787253","272.444363724056","273.329304554595","267.404422982273","272.048181850696","269.394165250991","255.762280227579","257.054542616742","257.878405307471","258.853708757682","261.453461681902","267.222162787253","264.043861639669","271.044525988099","278.808552321505","267.477836371495","267.479732575402","267.488262123227","278.191531529113","286.988764088366","278.756596593719","285.334283865177","278.639633492962","279.034047703539","269.980241714359","275.005433140035","270.943989970385","258.820929416456","264.082331751123","267.222162787253"
"342","2009","342","271.601084144836","271.131506958884","272.073300552419","273.562057827299","283.053596961112","266.680158467111","281.915069471791","272.805480846293","272.843468498624","273.013363824084","266.680158467111","273.612324718713","273.074470259129","266.606818746362","272.402157043857","268.974480008573","253.229933494089","254.745442869143","255.843157072737","256.937299810843","260.653554686763","266.680158467111","262.729569335089","271.601374814306","281.864259716139","267.015685353177","267.019049950387","267.027798577102","280.4998491024","289.788827253477","281.103679781606","288.245641430364","282.115036826992","282.221605918133","271.784310471302","270.049317276517","265.717157831866","255.137553478901","260.352553322093","266.680158467111"
"343","2009","343","271.199492306547","273.032868607927","272.456680220291","274.966031348491","288.417030924041","265.065424848634","287.141810061663","276.830486355933","275.819626118314","275.164254654284","265.065424848634","278.065935930789","273.126543746151","264.018122788621","272.652631569089","266.765481962307","251.652055754437","253.006958115854","253.858425560209","254.471350483495","256.759404554835","265.065424848634","259.92696269909","266.797677244369","282.846354050266","265.46727354391","265.472093906837","265.489014391295","278.479342550012","291.248743945342","279.331664646029","289.766995476744","279.055186272978","280.434468070431","264.799873447617","269.237381353766","264.164151245582","255.087681539669","258.490380140575","265.065424848634"
"344","2009","344","271.762788217589","272.96172433091","271.452228355314","273.644630258716","281.620194855296","261.138338158638","276.363435608951","270.80212381541","267.826690084608","267.369447127846","261.138338158638","270.830805949413","270.398851576443","257.081266344805","264.206039934829","258.384345353194","255.587167948986","255.938846947473","256.078573767088","255.798279386819","255.299346995533","261.138338158638","257.066846918778","263.440877335961","274.293940519927","261.430200475138","261.432980208371","261.443649549038","271.911806763726","280.574729996246","272.476237439296","278.119705081143","273.876270759413","278.657328002093","263.596147199821","271.127419261224","265.590269320025","257.271775617398","257.283078349379","261.138338158638"
"345","2009","345","266.052696110957","266.130343886589","266.810056652536","268.751915297005","275.819712738971","262.576156525333","273.877457314844","267.444619522763","267.268986452066","266.692223206605","262.576156525333","268.373564273624","267.751854238732","256.364049865991","264.549880409717","258.367710249885","258.723138136885","258.788976652489","258.743598219262","258.374843815966","258.27304361153","262.576156525333","259.136029865781","267.295740413794","273.898758004569","262.821405981439","262.824865319617","262.831938880555","273.190318163047","279.347823554397","273.575233174606","277.10771717334","275.96163816324","279.365026158135","265.331105931473","276.000314461723","271.546074613822","259.59813640184","256.563411588605","262.576156525333"
"346","2009","346","266.023424310786","267.152406052799","268.079302074115","269.688208674126","275.672675022636","265.74206291317","274.981146015665","269.389958367424","270.142722124759","269.977631416166","265.74206291317","270.324575227426","269.660672277764","259.318718695648","268.993478835864","262.209596008277","261.408273501569","261.445033706233","261.448324971489","261.018772892322","262.789486608546","265.74206291317","262.596902481701","271.225361077006","275.367645799304","265.957365342223","265.963897899343","265.969176848888","277.283458976365","284.219824370783","277.709683725652","282.128137129756","281.155308863197","280.752509659059","271.015512732936","277.756074175553","274.313005930904","263.188169822434","256.654504479131","265.74206291317"
